"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/11/2023","AQS","150012016","1","4.5","ug/m3 LC","25","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/12/2023","AQS","150012016","1","3.1","ug/m3 LC","17","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/13/2023","AQS","150012016","1","3.8","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/14/2023","AQS","150012016","1","2.5","ug/m3 LC","14","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/15/2023","AQS","150012016","1","3.6","ug/m3 LC","20","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/16/2023","AQS","150012016","1","2.2","ug/m3 LC","12","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/17/2023","AQS","150012016","1","4.2","ug/m3 LC","23","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/18/2023","AQS","150012016","1","4.1","ug/m3 LC","23","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/19/2023","AQS","150012016","1","2.2","ug/m3 LC","12","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/20/2023","AQS","150012016","1","4.5","ug/m3 LC","25","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/21/2023","AQS","150012016","1","2.7","ug/m3 LC","15","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/22/2023","AQS","150012016","1","1.9","ug/m3 LC","11","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/23/2023","AQS","150012016","1","4.2","ug/m3 LC","23","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/24/2023","AQS","150012016","1","3.1","ug/m3 LC","17","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/25/2023","AQS","150012016","1","3.2","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/26/2023","AQS","150012016","1","3.7","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/27/2023","AQS","150012016","1","3.1","ug/m3 LC","17","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/28/2023","AQS","150012016","1","3.7","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/29/2023","AQS","150012016","1","1.9","ug/m3 LC","11","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"11/30/2023","AQS","150012016","1","2.5","ug/m3 LC","14","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/01/2023","AQS","150012016","1","3","ug/m3 LC","17","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/02/2023","AQS","150012016","1","2.7","ug/m3 LC","15","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/03/2023","AQS","150012016","1","1","ug/m3 LC","6","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/04/2023","AQS","150012016","1","2.1","ug/m3 LC","12","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/05/2023","AQS","150012016","1","3.7","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/06/2023","AQS","150012016","1","4.5","ug/m3 LC","25","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/07/2023","AQS","150012016","1","4","ug/m3 LC","22","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/08/2023","AQS","150012016","1","3.3","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/09/2023","AQS","150012016","1","3.8","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/10/2023","AQS","150012016","1","3.3","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/11/2023","AQS","150012016","1","1.8","ug/m3 LC","10","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/12/2023","AQS","150012016","1","3.3","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/13/2023","AQS","150012016","1","1.4","ug/m3 LC","8","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/14/2023","AQS","150012016","1","2.4","ug/m3 LC","13","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/15/2023","AQS","150012016","1","3.2","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/16/2023","AQS","150012016","1","2.4","ug/m3 LC","13","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/17/2023","AQS","150012016","1","3.3","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/18/2023","AQS","150012016","1","2.4","ug/m3 LC","13","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/19/2023","AQS","150012016","1","2.1","ug/m3 LC","12","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/20/2023","AQS","150012016","1","3.2","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/21/2023","AQS","150012016","1","4.2","ug/m3 LC","23","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/22/2023","AQS","150012016","1","3.4","ug/m3 LC","19","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/23/2023","AQS","150012016","1","3","ug/m3 LC","17","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/24/2023","AQS","150012016","1","3.5","ug/m3 LC","19","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/25/2023","AQS","150012016","1","3.9","ug/m3 LC","22","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/26/2023","AQS","150012016","1","3.7","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/27/2023","AQS","150012016","1","3.2","ug/m3 LC","18","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/28/2023","AQS","150012016","1","3.8","ug/m3 LC","21","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/29/2023","AQS","150012016","1","3.6","ug/m3 LC","20","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/30/2023","AQS","150012016","1","5.5","ug/m3 LC","31","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"12/31/2023","AQS","150012016","1","10.2","ug/m3 LC","53","Pahala","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.2039","-155.4801833"
"01/01/2023","AQS","150012020","1","2.1","ug/m3 LC","12","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/02/2023","AQS","150012020","1","1.5","ug/m3 LC","8","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/03/2023","AQS","150012020","1","0.5","ug/m3 LC","3","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/04/2023","AQS","150012020","1","1.5","ug/m3 LC","8","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/05/2023","AQS","150012020","1","1","ug/m3 LC","6","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/06/2023","AQS","150012020","1","5.4","ug/m3 LC","30","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/07/2023","AQS","150012020","1","10.4","ug/m3 LC","53","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/08/2023","AQS","150012020","1","5.9","ug/m3 LC","33","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/09/2023","AQS","150012020","1","10.2","ug/m3 LC","53","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/10/2023","AQS","150012020","1","7","ug/m3 LC","39","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/11/2023","AQS","150012020","1","8.6","ug/m3 LC","48","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/12/2023","AQS","150012020","1","8","ug/m3 LC","44","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/13/2023","AQS","150012020","1","10.5","ug/m3 LC","54","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/14/2023","AQS","150012020","1","8.8","ug/m3 LC","49","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/15/2023","AQS","150012020","1","9.5","ug/m3 LC","52","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/16/2023","AQS","150012020","1","8.6","ug/m3 LC","48","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/17/2023","AQS","150012020","1","9","ug/m3 LC","50","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/18/2023","AQS","150012020","1","7.6","ug/m3 LC","42","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/19/2023","AQS","150012020","1","8.4","ug/m3 LC","47","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/20/2023","AQS","150012020","1","2.1","ug/m3 LC","12","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/21/2023","AQS","150012020","1","4.7","ug/m3 LC","26","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/22/2023","AQS","150012020","1","5.7","ug/m3 LC","32","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/23/2023","AQS","150012020","1","7","ug/m3 LC","39","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/24/2023","AQS","150012020","1","8.6","ug/m3 LC","48","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/25/2023","AQS","150012020","1","8.3","ug/m3 LC","46","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/26/2023","AQS","150012020","1","7.8","ug/m3 LC","43","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/27/2023","AQS","150012020","1","7.5","ug/m3 LC","42","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/28/2023","AQS","150012020","1","4.3","ug/m3 LC","24","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/29/2023","AQS","150012020","1","4.5","ug/m3 LC","25","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/30/2023","AQS","150012020","1","5.5","ug/m3 LC","31","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"01/31/2023","AQS","150012020","1","3.4","ug/m3 LC","19","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/01/2023","AQS","150012020","1","3.2","ug/m3 LC","18","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/02/2023","AQS","150012020","1","6.2","ug/m3 LC","34","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/03/2023","AQS","150012020","1","7.8","ug/m3 LC","43","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/04/2023","AQS","150012020","1","5.1","ug/m3 LC","28","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/05/2023","AQS","150012020","1","5.1","ug/m3 LC","28","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/06/2023","AQS","150012020","1","5.7","ug/m3 LC","32","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/07/2023","AQS","150012020","1","6","ug/m3 LC","33","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/08/2023","AQS","150012020","1","6.3","ug/m3 LC","35","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/09/2023","AQS","150012020","1","4.8","ug/m3 LC","27","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/10/2023","AQS","150012020","1","3.2","ug/m3 LC","18","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/11/2023","AQS","150012020","1","4.5","ug/m3 LC","25","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/12/2023","AQS","150012020","1","4.8","ug/m3 LC","27","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/13/2023","AQS","150012020","1","5","ug/m3 LC","28","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/14/2023","AQS","150012020","1","4.2","ug/m3 LC","23","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/15/2023","AQS","150012020","1","5.2","ug/m3 LC","29","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/16/2023","AQS","150012020","1","0.8","ug/m3 LC","4","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/17/2023","AQS","150012020","1","0.5","ug/m3 LC","3","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
"02/18/2023","AQS","150012020","1","0","ug/m3 LC","0","HOVE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.117561","-155.778136"
